id,short_name,country,sector,confidence_tier,weighted_total,speed_to_contract,strategic_moat,defensibility,capital_access,russian_cis_fit,target_person_id,target_person_name,target_person_role,target_person_linkedin,target_person_priority_tier,operational_counterpart_id,operational_counterpart_name,lead_institution_id,lead_institution,decree_id,decree_number,decree_title_en,donor_program_id,donor,donor_program_name,ttl_pm_name,precedent_case_id,precedent_case,precedent_country,procurement_pathway,estimated_initial_contract_usd,estimated_3yr_revenue_usd,pitch_hook,next_30_day_actions,verification
INI-018,Smart Tashkent Traffic AI,UZ,Transport & Urban,B,7.4,7,7,8,7,8,uz-tashkent-city-head,Shavkat Umurzakov,Mayor (Khokim) of Tashkent City,,3,uz-mintsifry-dep2,Asilbek Nasimov,UZ-MINTRANSPORT,Ministry of Transport of the Republic of Uzbekistan,UZ-PP-2024-358,ПП-358,On Approval of the AI Technology Development Strategy until 2030,AIIB-UZ-TELECOM-P000758,AIIB,Uzbekistan Telecom Digital Connectivity Project,[TTL_NOT_FOUND] AIIB Investment Operations (Central Asia). Search path: aiib.org/en/projects/details/2025/approved/uzbekistan-telecom.html.,case-cn-hangzhou-city-brain,Hangzhou City Brain AI Traffic Management,China,tender,7800000,22000000,Hangzhou City Brain cuts commute time by 15%+ for 12M citizens. Tashkent's 3M+ population needs the same. UZ-TF-2026-009 ($7.8M) is in pipeline — we deliver Russian-Uzbek bilingual smart-traffic AI on UzCloud.,Track UZ-TF-2026-009 publication. | Schedule meeting with uz-tashkent-city-head via Tashkent business chamber. | Reach out to AIIB-UZ-TELECOM-P000758 country team. | Pre-position via Tashkent traffic-data API access agreement.,L2_VERIFIED
INI-019,AI Digital Records (Sud.uz Modernization),UZ,Justice & Rule of Law,B,7.45,7,7,8,7,9,uz-digitalcourt-proj-head,Nodirbek Hamidov,"Head of IT Department, Supreme Court of Uzbekistan (Digital Court project manager)",,3,uz-bahrom-ismoilov,Bahrom Ismoilov,UZ-SUPREME-COURT,Supreme Court of the Republic of Uzbekistan,UZ-UP-2025-140,УП-140,On Additional Measures to Enhance Access to Justice Through Implementing AI Technologies in Court Operations and Improving Material-Technical Support of the Judicial System,UNDP-UZ-AI-COURTS,UNDP,ICT Implementation in Civil Courts of Uzbekistan,[TTL_NOT_FOUND] UNDP Uzbekistan Rule of Law / Justice cluster. Search path: undp.org/uzbekistan/publications/analytical-note-ict-implementation-civil-courts-uzbekistan.,case-est-salme,SALME AI-Assisted Court Document Analysis (Estonia),Estonia,donor_program,2500000,9000000,UP-140 + UZ-LAW-2026-1115 modernize UZ judicial system. Sud.uz needs semantic search at 2M+ document scale. Estonia SALME proves the architecture; UNDP-UZ-AI-COURTS provides $2M co-financing.,Anchor on INI-002 traction. | Schedule UNDP-UZ-AI-COURTS dialogue. | Sud.uz IT department briefing. | Submit pre-qualification once tender published.,L2_VERIFIED
INI-021,AI Telemedicine Triage (UZ Mountains),UZ,Health,B,7.85,7,7,8,9,9,uz-amrillo-inoyatov,Amrillo Inoyatov,Minister of Health of the Republic of Uzbekistan,,1,uz-ehealth-center-head,Jahongir Yusupov,UZ-MINZDRAV,Ministry of Health of the Republic of Uzbekistan,UZ-PP-2025-185,ПП-185,On Additional Measures to Implement Healthcare Reforms,WB-UZ-HEALTH-P178562,WorldBank,Uzbekistan Health System Modernization Project,[TTL_NOT_FOUND] P178562 PAD document located at documents1.worldbank.org. Implementing via Ministry of Health PIU. Search path: documents.worldbank.org P178562 project appraisal document title page.,case-in-esanjeevani,eSanjeevani National Telemedicine Platform (India),India,donor_program,2500000,12000000,India eSanjeevani delivered 200M+ telemedicine consultations; Bangladesh a2i covers 100M+ rural citizens. PP-2025-185 + WB $200M envelope commit UZ to mountain-region telemedicine. We bring Russian-Uzbek bilingual + low-bandwidth optimization.,Reach out to WB-UZ-HEALTH-P178562 TTL. | Schedule meeting with uz-ehealth-center-head. | Engage MoH telemedicine licensing dialogue. | Pilot bandwidth assessment in Karakalpakstan.,L2_VERIFIED
INI-022,Workflow Automation for UZ Inter-Agency,UZ,Public Administration & e-Government,B,7.65,7,7,8,8,9,uz-mintsifry-dep1,Sarvar Komilov,"First Deputy Minister of Digital Technologies, Republic of Uzbekistan",https://www.linkedin.com/in/sarvar-komilov,2,uz-egov-uzcloud-head,Bobur Iskandarov,UZ-MINTSIFRY,Ministry of Digital Technologies of the Republic of Uzbekistan,UZ-UP-2024-132,УП-132,On Measures to Implement Tasks Defined in the Fourth Open Dialogue of the President of the Republic of Uzbekistan with Entrepreneurs,WB-UZ-P179108,WorldBank,Uzbekistan Digital Inclusion Project,[TTL_NOT_FOUND] Press release names Mirzo Ibragimov (Tashkent contact) and Sona Panajyan (Washington DC contact) as Bank contacts; dedicated TTL not publicly identified in available documents. Search path: documents.worldbank.org P179108 ISR sequence reports.,case-est-xroad,X-Road / X-Tee Inter-Agency Data Exchange,Estonia,tender,4000000,14000000,UP-2024-132 commits UZ to OGP transparency; PP-2024-403 expands private digital partners. Estonia X-Road processes 1B+ inter-agency queries annually. We bring Russian-Uzbek workflow agents on UzCloud.,Schedule meeting with uz-mintsifry-dep1. | Reach out to WB-UZ-P179108 TTL. | Pre-position via INI-003 cross-link. | Track upcoming MoDT workflow tenders.,L2_VERIFIED
INI-024,AI E-Prescription Fraud Detection (UZ),UZ,Health,B,8.05,8,7,8,9,9,uz-amrillo-inoyatov,Amrillo Inoyatov,Minister of Health of the Republic of Uzbekistan,,1,uz-ehealth-center-head,Jahongir Yusupov,UZ-MINZDRAV,Ministry of Health of the Republic of Uzbekistan,UZ-PP-2024-038,ПП-38,On Additional Measures to Deepen Healthcare Reforms,WB-UZ-HEALTH-P178562,WorldBank,Uzbekistan Health System Modernization Project,[TTL_NOT_FOUND] P178562 PAD document located at documents1.worldbank.org. Implementing via Ministry of Health PIU. Search path: documents.worldbank.org P178562 project appraisal document title page.,case-kz-damumed,Kazakhstan Damumed AI Diagnostic Platform,Kazakhstan,tender,4000000,11000000,PP-2024-038 + WB Health $200M envelope commit UZ to e-prescription monitoring. KZ Damumed catches prescription fraud nationally. We bring Russian-Uzbek bilingual fraud-AI on UzCloud.,Track UZ-TF-2026-003 publication. | Reach out to WB Health TTL. | Schedule meeting with uz-ehealth-center-head. | Engage MoH inspector cooperation.,L2_VERIFIED
INI-028,Labour Market AI (UZ MinLabor),UZ,Labor & Migration,B,7.65,7,7,8,8,9,uz-mintsifry-dep3,Komiljon Turdiyev,"Deputy Minister of Digital Technologies (AI & Innovation), Republic of Uzbekistan",,2,uz-saida-mirziyoyeva,Saida Mirziyoyeva,UZ-MINLABOR,Ministry of Employment and Labor Relations of the Republic of Uzbekistan,UZ-PP-2024-345,ПП-345,On Measures to Further Improve the National Qualifications System of the Republic of Uzbekistan,WB-UZ-P179108,WorldBank,Uzbekistan Digital Inclusion Project,[TTL_NOT_FOUND] Press release names Mirzo Ibragimov (Tashkent contact) and Sona Panajyan (Washington DC contact) as Bank contacts; dedicated TTL not publicly identified in available documents. Search path: documents.worldbank.org P179108 ISR sequence reports.,case-kz-enbek,Kazakhstan Enbek Labour Market Digital Platform,Kazakhstan,donor_program,2500000,8500000,PP-2024-345 commits UZ to national qualifications digitization. KZ Enbek + India e-Shram prove the architecture. WB-UZ-P179108 provides $50M envelope — we deliver Russian-Uzbek bilingual labour AI.,Schedule MinLabor digital meeting. | Reach out to WB-UZ-P179108 TTL. | Cross-link with INI-012 Mahalla. | Engage diaspora Russia/KZ migration researchers.,L2_VERIFIED
INI-032,Connected Vehicle DDA Platform (UZ),UZ,Transport & Urban,B,7.35,7,7,8,7,8,uz-pulat-bobojonov,Pulat Bobojonov,Minister of Internal Affairs of the Republic of Uzbekistan,,1,uz-myid-head,Ulugbek Sobirov,UZ-MVD,Ministry of Internal Affairs of the Republic of Uzbekistan,UZ-PP-2024-358,ПП-358,On Approval of the AI Technology Development Strategy until 2030,WB-UZ-P179108,WorldBank,Uzbekistan Digital Inclusion Project,[TTL_NOT_FOUND] Press release names Mirzo Ibragimov (Tashkent contact) and Sona Panajyan (Washington DC contact) as Bank contacts; dedicated TTL not publicly identified in available documents. Search path: documents.worldbank.org P179108 ISR sequence reports.,case-kz-dda-etransport,Kazakhstan Digital Driver's Licence & e-Inspection,Kazakhstan,tender,3500000,10000000,KZ DDA digitized 5M+ drivers. PP-358 + UP-2024-132 commit UZ to follow. We deliver bilingual + MyID-bound DDA on UzCloud.,Schedule MVD digital meeting. | Cross-link INI-016 MyID. | Engage KZ DDA reference. | Pre-position via Tashkent traffic ops.,L2_VERIFIED
INI-033,AML AI for State Banks (UZ),UZ,Finance & Fiscal,B,7.65,7,7,8,8,9,uz-cbu-governor,Mamayusuf Kobilov,"Chairman, Central Bank of Uzbekistan (CBU)",,2,uz-nbki-head,Farrukhbek Sadikov,UZ-CBU,Central Bank of the Republic of Uzbekistan,UZ-PP-2024-038-CYBERSEC-BANKING,3669,On Approval of Regulations on Minimum Requirements for Information and Cybersecurity of Commercial Banks of the Republic of Uzbekistan,WB-UZ-FINREFORM-P176353,WorldBank,Accelerating Uzbekistan's Transition Development Policy Operation,[TTL_NOT_FOUND] DPO managed by Macroeconomics practice. Country Director/Manager: Marco Mantovanelli. Search path: projects.worldbank.org P176353.,case-in-upi,India UPI Unified Payments Interface,India,tender,4500000,16000000,PP-2024-038-CYBERSEC-BANKING + CBM regs commit UZ banks to AI-grade AML. We deliver Russian-Uzbek bilingual + UNICON-certified AML stack.,Schedule CBU meeting. | UNICON certification dialogue. | Reach out to WB-UZ-FINREFORM TTL. | Pilot bank cooperation.,L2_VERIFIED
INI-034,SupTech/RegTech AI for CBU (UZ),UZ,Finance & Fiscal,B,7.45,6,7,8,9,8,uz-cbu-governor,Mamayusuf Kobilov,"Chairman, Central Bank of Uzbekistan (CBU)",,2,uz-nbki-head,Farrukhbek Sadikov,UZ-CBU,Central Bank of the Republic of Uzbekistan,UZ-PP-2024-358,ПП-358,On Approval of the AI Technology Development Strategy until 2030,WB-UZ-FINREFORM-P176353,WorldBank,Accelerating Uzbekistan's Transition Development Policy Operation,[TTL_NOT_FOUND] DPO managed by Macroeconomics practice. Country Director/Manager: Marco Mantovanelli. Search path: projects.worldbank.org P176353.,case-sg-cbdc-project-ubin,Singapore Project Ubin CBDC / Digital SGD,Singapore,direct,2800000,9500000,CBU faces 30+ banks with manual supervision. Singapore Ubin proves SupTech architecture. WB FinReform $500M envelope authorizes — we deliver Russian-Uzbek bilingual SupTech.,CBU governor meeting. | WB-UZ-FINREFORM TTL. | UNICON dialogue. | Cross-link INI-033.,L2_VERIFIED
INI-036,AI Cluster at NUU (UZ),UZ,AI Infrastructure (Enabling Layer),B,8.4,8,9,8,9,8,uz-nuu-rector,Inom Majidov,"Rector, New Uzbekistan University (NUU — host of AI Cluster under УП-189)",,3,uz-uzdigital-ai-center-head,Dostonbek Toshmatov,UZ-NEW-UZBEKISTAN-UNIVERSITY,New Uzbekistan University (AI Cluster Host),UZ-PP-2024-358,ПП-358,On Approval of the AI Technology Development Strategy until 2030,EBRD-UZ-DIGITAL-STRATEGY,EBRD,EBRD Uzbekistan Country Strategy 2024-2028 — Digital Economy and SME Digitalization Component,[TTL_NOT_FOUND] EBRD Uzbekistan Principal Banker (head of resident mission). Search path: ebrd.com/where-we-are/uzbekistan.,case-kz-astana-hub,Astana Hub Tech Innovation Centre,Kazakhstan,tender,15000000,35000000,PP-320 + UP-189 designate NUU AI Cluster as academic anchor of UZ AI economy. UZ-TF-2026-001 ($15M) authorizes. We deliver SDAIA-class hybrid academic-government cluster.,"Track UZ-TF-2026-001. | Schedule NUU rector meeting. | Cross-link INI-006, INI-007, INI-011. | Diaspora mentor commitments.",L2_VERIFIED
INI-037,AI Governance Compliance (UZ),UZ,AI Infrastructure (Enabling Layer),B,7.2,6,8,8,6,8,uz-uzdigital-ai-center-head,Dostonbek Toshmatov,"Director, National AI Center of Uzbekistan (under MoDT)",https://www.linkedin.com/in/dostonbek-toshmatov,2,uz-unicon-head,Murod Tojimatov,UZ-AI-COORD-COMMISSION,Interdepartmental Commission on AI Development (under ПП-358),UZ-PP-2024-358,ПП-358,On Approval of the AI Technology Development Strategy until 2030,EU-BOTH-C4CA,EU,Connectivity for Central Asia (C4CA),[TTL_NOT_FOUND] EU DG INTPA manages overall. Expertise France leads consortium. Contact: expertise-france.gestmax.fr for project vacancies. EU Delegation officers in Tashkent and Bishkek are political counterparts. Search path: Expertise France website C4CA project page.,case-fr-albert-govt-llm,France Albert — Government LLM for Civil Servants,France,direct,1200000,5500000,PP-358 mandates AI governance; UNICON certifies. Singapore IMDA proves the model. We deliver Russian-Uzbek bilingual AI governance framework.,AI Center director meeting. | UNICON dialogue. | EU C4CA alignment. | Cross-link INI-001 / INI-006 / INI-010.,L2_VERIFIED
INI-038,AI Crime Analytics for UZ Prosecutor,UZ,Security & Public Order,B,7.05,6,7,8,6,9,uz-mintsifry-dep3,Komiljon Turdiyev,"Deputy Minister of Digital Technologies (AI & Innovation), Republic of Uzbekistan",,2,uz-akbar-tashkulov,Akbar Tashkulov,UZ-PROSECUTOR,Prosecutor General's Office of the Republic of Uzbekistan,UZ-PP-2024-358,ПП-358,On Approval of the AI Technology Development Strategy until 2030,UNDP-UZ-AI-COURTS,UNDP,ICT Implementation in Civil Courts of Uzbekistan,[TTL_NOT_FOUND] UNDP Uzbekistan Rule of Law / Justice cluster. Search path: undp.org/uzbekistan/publications/analytical-note-ict-implementation-civil-courts-uzbekistan.,case-kz-antikorruption-ai,Kazakhstan Anti-Corruption Agency AI Monitoring System,Kazakhstan,direct,2200000,8000000,KZ Antikorruption-AI catches networks. UZ Prosecutor's Office handles thousands of complex cases. We deliver bilingual + sovereign analytics.,Prosecutor digital meeting. | UNDP-UZ-AI-COURTS TTL. | Cross-link INI-002. | KZ reference.,L2_VERIFIED
INI-043,Speech Recognition Uzbek/Russian (UZ),UZ,AI Infrastructure (Enabling Layer),C,7.1,5,8,8,6,9,uz-uzdigital-ai-center-head,Dostonbek Toshmatov,"Director, National AI Center of Uzbekistan (under MoDT)",https://www.linkedin.com/in/dostonbek-toshmatov,2,uz-mintsifry-dep3,Komiljon Turdiyev,UZ-AI-CENTER,Center for the Development of Artificial Intelligence and Digital Economy (under Ministry of Digital Technologies),UZ-PP-2024-358,ПП-358,On Approval of the AI Technology Development Strategy until 2030,EBRD-UZ-DIGITAL-STRATEGY,EBRD,EBRD Uzbekistan Country Strategy 2024-2028 — Digital Economy and SME Digitalization Component,[TTL_NOT_FOUND] EBRD Uzbekistan Principal Banker (head of resident mission). Search path: ebrd.com/where-we-are/uzbekistan.,case-in-bhashini,India Bhashini Multilingual AI Platform,India,tender,1500000,6000000,INI-006 sovereign LLM needs voice channel. India Bhashini proves multilingual ASR. We deliver Uzbek-Russian ASR/TTS.,AI Center meeting. | NUU corpus partnership. | EBRD digital alignment. | Cross-link INI-003 / INI-006.,INFERRED
KG-INI-001,UDP TOR Drafting Co-Author (Mintsifry Successor),KG,Public Administration & e-Government,A,9.3,10,10,8,9,10,kg-udp-digital-head,Adilbek Asanbekov,"Head of Digital Transformation Department, Administration of Presidential Affairs (UДП) — successor to Mintsifry functions",,1,kg-presidential-digital-dept-dep,Timur Koichubaev,KG-UDP,Administration of Presidential Affairs of the Kyrgyz Republic — Digital Development Department (successor to Ministry of Digital Development),KG-UP-2026-MINCIFRY-ABOLITION,УП-??,"On Urgent Measures for Effective Implementation of Digital Transformation (Liquidation of Ministry of Digital Development, Transfer of Functions to Presidential Administration)",EGA-KG-TWINNING,EU,e-Governance Academy (EGA) Twinning — Support to Digitalisation Agenda in Kyrgyzstan,"Tõnis Mäe (e-Governance Academy, Project Manager — completed project; EGA active in C4CA follow-on)",case-kg-tunduk-modernisation,Kyrgyzstan Tunduk Interoperability Platform Modernisation (EU-Funded),Kyrgyzstan,direct,700000,18000000,On 30.04.2026 Минцифры was liquidated and UDP must publish post-Минцифры TORs by 31.07.2026 — but UDP has zero in-house technical drafting capacity and 20+ programs to re-procure. Estonia eGA has the twinning frame. We have the Russian-Kyrgyz bilingual sntz.ai stack and a Bishkek-dispatchable team. Sixty days of pro-bono TOR drafting equals 24 months of priority vendor positioning across every Mintsifry-successor procurement.,"LinkedIn message to kg-talant-sultanov-former requesting warm intro to Adilbek Asanbekov, framing pro-bono TOR drafting as continuation of Sultanov's CMU-style governance modernization agenda. | Submit Technical Assistance Provider registration to WB Digital CASA Kyrgyz PIU citing Sandra Sargent (kg-sandra-sargent) as TTL contact, attach team CV bundle and prior X-Road / e-government TOR drafting references. | Submit parallel TA Provider registration to ADB Project 55109 e-Procurement PIU citing Aibek Abdybakirov (kg-aibek-abdybakirov) as project officer. | Schedule 60-day Bishkek field visit for senior advisor; request co-location desk at HTP or AUCA innovation hub; brief AUCA rector on Russian-Kyrgyz NLP benchmark co-publication. | Brief Estonia eGA's KG advisor (kg-tonis-mae) on intent to complement (not compete with) the EGA twinning program; explore subcontract pathway if eGA cannot field LLM/AI capability inside its TOR drafting scope.",VERIFIED
KG-INI-005,ADB e-Procurement Phase 2 AI Analytics,KG,Public Administration & e-Government,A,8.75,9,9,8,9,9,kg-goszakupki-head,Azamat Kadyrbayev,"Director, State Agency on Public Procurement (Госзакупки), Kyrgyz Republic",,1,kg-aibek-abdybakirov,Aibek Abdybakirov,KG-PROCUREMENT-DEPT,Department of State Procurement under the Cabinet of Ministers of the Kyrgyz Republic,KG-LAW-2022-027,27,On State Procurement (New Law),ADB-KG-55109-001,ADB,Supporting the Completion of e-Procurement System Digitalization (Phase 1),"Aibek Abdybakirov (ADB Central and West Asia Department, Project Officer — 54383-001 related; same team likely covers 55109-001)",case-kz-smartbridge-tax,Kazakhstan Smart Bridge & Tax System Integration,Kazakhstan,donor_program,1200000,8500000,"ADB Project 55109 Phase 1 digitalized KG procurement — Phase 2 needs the AI analytics overlay that turns digital records into fraud detection. Kazakhstan SmartBridge proves the architecture works in Russian-language CIS context. We deliver Russian-Kyrgyz bilingual supplier risk scoring + bid anomaly detection on Tunduk integration in 9 months, ADB-compliant.",Submit pre-qualification documentation for KG-T-2026-002 ($150K IT audit) as relationship-builder. | LinkedIn message to kg-aibek-abdybakirov (ADB TTL) on Phase 2 architecture. | Schedule meeting with kg-goszakupki-head (Azamat Kadyrbayev) via ADB warm intro. | Brief ADB-KG-54383-001 capacity-building track for cross-program leverage. | Build Russian-Kyrgyz bilingual analytics dashboard MVR using public KG procurement data.,VERIFIED
KG-INI-012,AML Banking Sector AI (KG-TF-2026-005),KG,Finance & Fiscal,B,7.95,8,7,8,8,9,kg-nbkr-head,Melis Turganbekov,"Chairman, National Bank of the Kyrgyz Republic (NBKR)",,1,kg-tunduk-tech-lead,Mirlan Asanbekov,KG-NBKR,National Bank of the Kyrgyz Republic (NBKR),KG-LAW-2025-074-NBKR-CBDC,74,On Amendments to the Constitutional Law of the Kyrgyz Republic 'On the National Bank of the Kyrgyz Republic' (Introduction of Digital Som),EBRD-KG-SME-DIGITAL,EBRD,EBRD Kyrgyz Republic Country Strategy 2024-2029 — MSME and Digital Economy,[TTL_NOT_FOUND] EBRD Kyrgyzstan Principal Banker. Search path: ebrd.com/where-we-are/kyrgyz-republic.,case-sg-cbdc-project-ubin,Singapore Project Ubin CBDC / Digital SGD,Singapore,tender,1800000,9000000,KG digital som goes live Jan 2027 and FATF compliance pressures grow. KG-TF-2026-005 ($1.8M) procures bank AML now. Singapore CBDC proves the architecture. We deliver Russian-Kyrgyz bilingual AI AML stack on Tunduk-aligned infrastructure.,"Track KG-TF-2026-005 publication. | LinkedIn message to kg-nbkr-head on bank AML architecture. | Reach out to RSK Bank, Aiyl Bank for pilot interest. | Brief EBRD-KG-SME-DIGITAL TTL on AML alignment.",L2_VERIFIED
KG-INI-013,Smart Bishkek Traffic AI,KG,Transport & Urban,B,7.3,7,7,8,7,8,kg-bishkek-smart-city-head,Emil Bakytbekov,"Head of Digital Services Department, Bishkek City Administration",https://www.linkedin.com/in/emil-bakytbekov,2,kg-tunduk-tech-lead,Mirlan Asanbekov,KG-UDP,Administration of Presidential Affairs of the Kyrgyz Republic — Digital Development Department (successor to Ministry of Digital Development),KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,EU-BOTH-C4CA,EU,Connectivity for Central Asia (C4CA),[TTL_NOT_FOUND] EU DG INTPA manages overall. Expertise France leads consortium. Contact: expertise-france.gestmax.fr for project vacancies. EU Delegation officers in Tashkent and Bishkek are political counterparts. Search path: Expertise France website C4CA project page.,case-cn-hangzhou-city-brain,Hangzhou City Brain AI Traffic Management,China,tender,1500000,7500000,Hangzhou City Brain cuts commute time 15%+ for 12M citizens. Bishkek's 900K population needs the same. Russian-Kyrgyz bilingual sntz.ai stack delivers on UDP-supervised compute.,Schedule meeting with kg-bishkek-smart-city-head (Emil Bakytbekov). | Brief UDP on smart-city architecture. | Reach out to EU C4CA PIU. | Pre-position via Bishkek traffic-data API.,L2_VERIFIED
KG-INI-014,Customs Risk Profiling AI (China-EAEU Corridor),KG,Finance & Fiscal,B,7.45,7,7,8,8,8,kg-gts-head,Kairat Usenov,"Director, State Customs Service (GTS) of the Kyrgyz Republic",,1,kg-aibek-abdybakirov,Aibek Abdybakirov,KG-GTS,State Customs Service of the Kyrgyz Republic,KG-LAW-2022-027,27,On State Procurement (New Law),ADB-KG-CUSTOMS-38177,ADB,Regional Customs Modernization and Infrastructure Development Project (Kyrgyz component),[TTL_NOT_FOUND] ADB CWRD (Central and West Asia Department). Search path: adb.org/projects/38177-013/main.,case-kz-egumen-border,Kazakhstan eGümrük Digital Customs & Border AI,Kazakhstan,donor_program,1500000,8000000,KZ eGümrük proves customs AI works in CIS context. KG-EAEU corridor needs the same. ADB co-funds. We deliver Russian-Kyrgyz bilingual sntz.ai stack on Tunduk.,LinkedIn message to kg-gts-head (Kairat Usenov). | Brief ADB-KG-CUSTOMS-38177 PIU. | Build customs officer demo. | Reach out to ADB TTL kg-aibek-abdybakirov.,L2_VERIFIED
KG-INI-015,KG Tax Fraud Detection AI (GNS),KG,Finance & Fiscal,B,7.25,6,7,8,8,9,kg-goszakupki-head,Azamat Kadyrbayev,"Director, State Agency on Public Procurement (Госзакупки), Kyrgyz Republic",,1,kg-tunduk-tech-lead,Mirlan Asanbekov,KG-GNS,State Tax Service under the Cabinet of Ministers of the Kyrgyz Republic,KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,WB-KG-P160230,WorldBank,Digital CASA — Kyrgyz Republic (incl. Additional Financing),Sandra Sargent (World Bank Senior Digital Development Specialist and Project TTL),case-et-estonia-etax,Estonia e-Tax Declaration (EMTA),Estonia,tender,1200000,7500000,Estonia e-Tax processes 95%+ declarations digitally. KG-GNS needs Russian-Kyrgyz bilingual sntz.ai stack to do the same on Tunduk inference fabric.,LinkedIn message to KG GNS head. | Brief WB Digital CASA on tax AI. | Build taxpayer chatbot demo. | Reach out to Estonia e-Tax via eGA twinning.,L2_VERIFIED
KG-INI-017,Crypto-VA Compliance Platform (KG-T-2026-007),KG,Finance & Fiscal,B,7.85,9,7,8,7,8,kg-nbkr-head,Melis Turganbekov,"Chairman, National Bank of the Kyrgyz Republic (NBKR)",,1,kg-tunduk-tech-lead,Mirlan Asanbekov,KG-NBKR,National Bank of the Kyrgyz Republic (NBKR),KG-LAW-2022-012-VIRTUAL,12,On Virtual Assets,EBRD-KG-SME-DIGITAL,EBRD,EBRD Kyrgyz Republic Country Strategy 2024-2029 — MSME and Digital Economy,[TTL_NOT_FOUND] EBRD Kyrgyzstan Principal Banker. Search path: ebrd.com/where-we-are/kyrgyz-republic.,case-sg-cbdc-project-ubin,Singapore Project Ubin CBDC / Digital SGD,Singapore,tender,1200000,5500000,KG VA registry is mandatory and KG-T-2026-007 ($1.2M) is live now. We deliver Russian-Kyrgyz bilingual sntz.ai compliance stack with FATF-aligned design.,Submit pre-qualification for KG-T-2026-007. | LinkedIn message to NBKR head. | Build VA registry demo. | Reach out to EBRD-KG-SME-DIGITAL TTL.,L2_VERIFIED
KG-INI-018,Labor Migration AI Platform,KG,Labor & Migration,B,7.85,7,8,8,8,9,kg-minsoc-head,Gulnara Baatyrbekova,Minister of Labor and Social Protection of the Kyrgyz Republic,,1,kg-minsoc-piu-head,Aziz Dzhaksybekov,KG-MINLABOR,"Ministry of Labor, Social Security and Migration of the Kyrgyz Republic",KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,WB-KG-IDENTITY-P155198,WorldBank,Kyrgyz Republic: Identity and Targeting for Social Protection Project,[TTL_NOT_FOUND] Search path: projects.worldbank.org P155198 ISR reports.,case-bd-digital-labour-export,Bangladesh BOESL Digital Labour Export Management,Bangladesh,donor_program,1100000,6000000,BOESL Bangladesh proves the labor-export digital pattern. KG has 700K migrants and $2.8B remittances. WB P155198 + UNDP fund. Russian-Kyrgyz bilingual sntz.ai migrant app + digital som integration.,LinkedIn message to kg-minsoc-head. | Brief WB PIU on labor migration AI. | Build migrant-worker app MVR. | Reach out to UNDP-KG-DIGITAL-TRANSFORM TTL.,L2_VERIFIED
KG-INI-020,AI EdTech Platform Kyrgyz-Language,KG,Education,B,7.75,7,8,8,8,9,kg-mineduc-head,Dogdurbu Kenzhematova,Minister of Education and Science of the Kyrgyz Republic,,1,kg-tunduk-tech-lead,Mirlan Asanbekov,KG-MINEDUC,Ministry of Education and Science of the Kyrgyz Republic,KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,AKDN-KG-DIGITAL-SCHOOLS2030,AKDN,Aga Khan Development Network Kyrgyzstan — Schools2030 and E-Health Digital Components,[TTL_NOT_FOUND] AKDN Kyrgyzstan Country Representative. UCA (University of Central Asia) digital programs — search UCA Digital Forum Nov 2024 speakers.,case-in-bhashini,India Bhashini Multilingual AI Platform,India,donor_program,1200000,7500000,Bhashini India proves multilingual AI EdTech works at national scale. KG Kyrgyz-language is severely under-served. AKDN $15M co-funds. Russian-Kyrgyz bilingual sntz.ai + sovereign LLM integration.,LinkedIn message to kg-mineduc-head (Dogdurbu Kenzhematova). | Schedule meeting with AKDN PIU. | Brief AKES on EdTech partnership. | Build Kyrgyz-language tutoring demo.,L2_VERIFIED
KG-INI-021,AI Precision Agriculture Naryn,KG,Agriculture & Water,B,7.4,7,7,8,8,8,kg-minago-head,Bakyt Torobayev,Minister of Agriculture of the Kyrgyz Republic,,2,kg-tunduk-tech-lead,Mirlan Asanbekov,KG-MINAGRI,Ministry of Agriculture of the Kyrgyz Republic,KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,EU-BOTH-C4CA,EU,Connectivity for Central Asia (C4CA),[TTL_NOT_FOUND] EU DG INTPA manages overall. Expertise France leads consortium. Contact: expertise-france.gestmax.fr for project vacancies. EU Delegation officers in Tashkent and Bishkek are political counterparts. Search path: Expertise France website C4CA project page.,case-kz-smart-agri,Kazakhstan Smart Agriculture System (National Agroinfo),Kazakhstan,tender,1500000,8000000,KZ Agroinfo proves the pattern; AKDN funds rural rollout. Russian-Kyrgyz bilingual sntz.ai stack on Tunduk inference fabric.,Track KG-TF-2026-007 publication. | LinkedIn message to kg-minago-head (Bakyt Torobayev). | Brief AKDN PIU on agri integration. | Build farmer app demo.,L2_VERIFIED
